name;deviceVersion;applicationName;sysOid;dfield;description;virtualDeviceName;preDefined;defaultIconId;categoryId;link;seriesId;id;defaultTopoIconId
Cisco 3620;N/A;QuidviewRM;1.3.6.1.4.1.9.1.122;;Cisco 3620 Multiservice Branch Office Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30246', '@rel': 'self', '@op': 'GET'};663;30246;1104
Cisco Pro2507;N/A;QuidviewRM;1.3.6.1.4.1.9.1.59;;Cisco Pro 2507 Router/Ethernet Hub (same as CISCO2507-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30247', '@rel': 'self', '@op': 'GET'};654;30247;1104
Cisco Pro1602;N/A;QuidviewRM;1.3.6.1.4.1.9.1.118;;CiscoPro 1602 Access Router (same as CISCO1602-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30248', '@rel': 'self', '@op': 'GET'};647;30248;1104
Cisco Pro2520;N/A;QuidviewRM;1.3.6.1.4.1.9.1.104;;Cisco Pro 2520 FRAD (same as CISCO2520-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30249', '@rel': 'self', '@op': 'GET'};654;30249;1104
Cisco 775;N/A;QuidviewRM;1.3.6.1.4.1.9.1.128;;Cisco 775 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30250', '@rel': 'self', '@op': 'GET'};688;30250;1104
Cisco 766;N/A;QuidviewRM;1.3.6.1.4.1.9.1.103;;Cisco 766 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30251', '@rel': 'self', '@op': 'GET'};685;30251;1104
Cisco Pro1603;N/A;QuidviewRM;1.3.6.1.4.1.9.1.119;;CiscoPro 1603 Access Router (same as CISCO1603-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30252', '@rel': 'self', '@op': 'GET'};647;30252;1104
Cisco 762;N/A;QuidviewRM;1.3.6.1.4.1.9.1.99;;Cisco 762 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30253', '@rel': 'self', '@op': 'GET'};685;30253;1104
Cisco Pro742;N/A;QuidviewRM;1.3.6.1.4.1.9.1.85;;Cisco Pro 742 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30254', '@rel': 'self', '@op': 'GET'};681;30254;1104
Cisco Pro2516;N/A;QuidviewRM;1.3.6.1.4.1.9.1.63;;Cisco Pro 2516 Router/Ethernet Hub (same as CISCO2516-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30255', '@rel': 'self', '@op': 'GET'};654;30255;1104
Cisco Pro743;N/A;QuidviewRM;1.3.6.1.4.1.9.1.86;;Cisco Pro 743 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30256', '@rel': 'self', '@op': 'GET'};681;30256;1104
Cisco IGS;N/A;QuidviewLM;1.3.6.1.4.1.9.1.5;;Cisco IGS Router;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30257', '@rel': 'self', '@op': 'GET'};762;30257;1113
Cisco GatewayServer;N/A;QuidviewLM;1.3.6.1.4.1.9.1.1;;Cisco Gateway Server;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30258', '@rel': 'self', '@op': 'GET'};808;30258;1113
Cisco TerminalServer;N/A;QuidviewLM;1.3.6.1.4.1.9.1.2;;Cisco Terminal Server;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30259', '@rel': 'self', '@op': 'GET'};808;30259;1113
Cisco Trouter;N/A;QuidviewLM;1.3.6.1.4.1.9.1.3;;Cisco Combo Router and Terminal Server;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30260', '@rel': 'self', '@op': 'GET'};808;30260;1113
Cisco ProtocolTranslator;N/A;QuidviewLM;1.3.6.1.4.1.9.1.4;;Cisco TCP/IP to X.25 Translator;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30261', '@rel': 'self', '@op': 'GET'};808;30261;1113
Cisco 3000;N/A;QuidviewRM;1.3.6.1.4.1.9.1.6;;Cisco 3000 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30262', '@rel': 'self', '@op': 'GET'};659;30262;1104
Cisco 4000;N/A;QuidviewRM;1.3.6.1.4.1.9.1.7;;Cisco 4000 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30263', '@rel': 'self', '@op': 'GET'};668;30263;1104
Cisco 7000;N/A;QuidviewRM;1.3.6.1.4.1.9.1.8;;Cisco 7000 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30264', '@rel': 'self', '@op': 'GET'};676;30264;1104
Cisco CS500;N/A;QuidviewLM;1.3.6.1.4.1.9.1.9;;Cisco CS500, 508, 516;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30265', '@rel': 'self', '@op': 'GET'};703;30265;1113
Cisco Pro1604;N/A;QuidviewRM;1.3.6.1.4.1.9.1.120;;CiscoPro 1604 Access Router (same as CISCO1604-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30266', '@rel': 'self', '@op': 'GET'};647;30266;1104
Cisco 3101;N/A;QuidviewRM;1.3.6.1.4.1.9.1.32;;Cisco 3101 Remote Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30267', '@rel': 'self', '@op': 'GET'};658;30267;1104
Cisco Pro2509;N/A;QuidviewRM;1.3.6.1.4.1.9.1.60;;Cisco Pro 2509 Access Server (same as CISCO2509-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30268', '@rel': 'self', '@op': 'GET'};654;30268;1104
Cisco Pro2514;N/A;QuidviewRM;1.3.6.1.4.1.9.1.62;;Cisco Pro 2514 Dual LAN Router (same as CISCO2514-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30269', '@rel': 'self', '@op': 'GET'};654;30269;1104
Cisco 3103;N/A;QuidviewRM;1.3.6.1.4.1.9.1.34;;Cisco 3103 Remote Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30270', '@rel': 'self', '@op': 'GET'};658;30270;1104
Cisco 1503;N/A;QuidviewLM;1.3.6.1.4.1.9.1.160;;Cisco 1503;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30271', '@rel': 'self', '@op': 'GET'};646;30271;1105
Cisco 1502;N/A;QuidviewLM;1.3.6.1.4.1.9.1.161;;Cisco 1502;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30272', '@rel': 'self', '@op': 'GET'};646;30272;1105
Cisco AS5300;N/A;QuidviewLM;1.3.6.1.4.1.9.1.162;;Cisco AS 5300 Universal Access Server;CThirdPartySnmpDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30273', '@rel': 'self', '@op': 'GET'};704;30273;1112
Cisco LS1015;N/A;QuidviewLM;1.3.6.1.4.1.9.1.164;;Cisco LightStream LS 1015;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30274', '@rel': 'self', '@op': 'GET'};773;30274;1113
Cisco 2501FRADFX;N/A;QuidviewRM;1.3.6.1.4.1.9.1.165;;Cisco 2501CF (CFRAD Software);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30275', '@rel': 'self', '@op': 'GET'};654;30275;1104
Cisco Pro2513;N/A;QuidviewRM;1.3.6.1.4.1.9.1.136;;Cisco Pro 2513 Dual LAN Router (same as CISCO2513-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30276', '@rel': 'self', '@op': 'GET'};654;30276;1104
Cisco Pro765;N/A;QuidviewRM;1.3.6.1.4.1.9.1.92;;Cisco Pro 765 ISDN Access Router (same as CISCO765-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30277', '@rel': 'self', '@op': 'GET'};685;30277;1104
Cisco Pro766;N/A;QuidviewRM;1.3.6.1.4.1.9.1.93;;Cisco Pro 766 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30278', '@rel': 'self', '@op': 'GET'};685;30278;1104
Cisco 2612;N/A;QuidviewRM;1.3.6.1.4.1.9.1.187;;Cisco 2612 - 2600 multiservice access router platform with an integrated ethernet and token ring;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30279', '@rel': 'self', '@op': 'GET'};655;30279;1104
Cisco 742;N/A;QuidviewRM;1.3.6.1.4.1.9.1.95;;Cisco 742 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30280', '@rel': 'self', '@op': 'GET'};681;30280;1104
Cisco 3202;N/A;QuidviewRM;1.3.6.1.4.1.9.1.36;;Cisco 3202 Remote Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30281', '@rel': 'self', '@op': 'GET'};658;30281;1104
Cisco 3204;N/A;QuidviewRM;1.3.6.1.4.1.9.1.37;;Cisco 3204 Remote Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30282', '@rel': 'self', '@op': 'GET'};659;30282;1104
Cisco AccessProRC;N/A;QuidviewLM;1.3.6.1.4.1.9.1.38;;Cisco Access Pro RC Router;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30283', '@rel': 'self', '@op': 'GET'};693;30283;1113
Cisco AccessProEC;N/A;QuidviewLM;1.3.6.1.4.1.9.1.39;;Cisco Access Pro EC Router;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30284', '@rel': 'self', '@op': 'GET'};693;30284;1113
Cisco 1000;N/A;QuidviewRM;1.3.6.1.4.1.9.1.40;;Cisco 1001/2 LAN Extender Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30285', '@rel': 'self', '@op': 'GET'};638;30285;1104
Cisco 2504;N/A;QuidviewRM;1.3.6.1.4.1.9.1.20;;Cisco 2504 Single LAN Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30286', '@rel': 'self', '@op': 'GET'};654;30286;1104
Cisco 741;N/A;QuidviewRM;1.3.6.1.4.1.9.1.94;;Cisco 741 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30287', '@rel': 'self', '@op': 'GET'};681;30287;1104
Cisco WSX5302;N/A;QuidviewLM;1.3.6.1.4.1.9.1.168;;Cisco Catalyst 5000 Route Switch Module WS-X5302 VLAN;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30288', '@rel': 'self', '@op': 'GET'};735;30288;1113
Cisco Pro2515;N/A;QuidviewRM;1.3.6.1.4.1.9.1.137;;Cisco Pro 2515 Dual LAN Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30289', '@rel': 'self', '@op': 'GET'};654;30289;1104
Cisco Pro2518;N/A;QuidviewRM;1.3.6.1.4.1.9.1.139;;Cisco Pro 2518 Router/Ethernet Hub;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30290', '@rel': 'self', '@op': 'GET'};654;30290;1104
Cisco Pro2523;N/A;QuidviewRM;1.3.6.1.4.1.9.1.140;;Cisco Pro 2523 FRAD (same as CISCO2523-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30291', '@rel': 'self', '@op': 'GET'};654;30291;1104
Cisco Pro2525;N/A;QuidviewRM;1.3.6.1.4.1.9.1.141;;Cisco Pro 2525 Modular router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30292', '@rel': 'self', '@op': 'GET'};654;30292;1104
Cisco Pro4700;N/A;QuidviewRM;1.3.6.1.4.1.9.1.142;;Cisco Pro 4700 (same as CISCO4700-M-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30293', '@rel': 'self', '@op': 'GET'};668;30293;1104
Cisco Pro316T;N/A;QuidviewLM;1.3.6.1.4.1.9.1.147;;Cisco FastHub 316T, Catalyst 116T, CiscoPro316T;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30294', '@rel': 'self', '@op': 'GET'};754;30294;1105
Cisco AS5800;N/A;QuidviewLM;1.3.6.1.4.1.9.1.188;;Cisco AS5800 Universal Access Server;CThirdPartySnmpDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30295', '@rel': 'self', '@op': 'GET'};703;30295;1112
Cisco Pro3116;N/A;QuidviewLM;1.3.6.1.4.1.9.1.149;;Cisco WS-X3116/WS-X3116 16-Port 100BaseTX Module for FastHub 316, Catalyst 116, CiscoPro316 Series 100BaseTX Hubs;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30296', '@rel': 'self', '@op': 'GET'};754;30296;1105
Cisco 743;N/A;QuidviewRM;1.3.6.1.4.1.9.1.96;;Cisco 743 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30297', '@rel': 'self', '@op': 'GET'};681;30297;1104
Cisco 744;N/A;QuidviewRM;1.3.6.1.4.1.9.1.97;;Cisco 744 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30298', '@rel': 'self', '@op': 'GET'};681;30298;1104
Cisco 761;N/A;QuidviewRM;1.3.6.1.4.1.9.1.98;;Cisco 761 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30299', '@rel': 'self', '@op': 'GET'};685;30299;1104
Cisco Pro316C;N/A;QuidviewLM;1.3.6.1.4.1.9.1.148;;Cisco FastHub 316C, Catalyst 116C, CiscoPro 316C;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30300', '@rel': 'self', '@op': 'GET'};754;30300;1105
Cisco MC3810;N/A;QuidviewLM;1.3.6.1.4.1.9.1.157;;Cisco MC3810;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30301', '@rel': 'self', '@op': 'GET'};776;30301;1113
Cisco 2502LANFRADFX;N/A;QuidviewRM;1.3.6.1.4.1.9.1.167;;Cisco 2502LF (LAN FRAD Software);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30302', '@rel': 'self', '@op': 'GET'};654;30302;1104
Cisco AS2509-RJ;N/A;QuidviewRM;1.3.6.1.4.1.9.1.153;;Cisco AS2509-RJ Access Server;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30303', '@rel': 'self', '@op': 'GET'};653;30303;1104
Cisco AS2511-RJ;N/A;QuidviewRM;1.3.6.1.4.1.9.1.154;;Cisco AS2511-RJ Access Server;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30304', '@rel': 'self', '@op': 'GET'};653;30304;1104
Cisco Catalyst 116T;N/A;QuidviewLM;1.3.6.1.4.1.9.1.150;;Cisco FastHub 316T, Catalyst 116T, CiscoPro316T;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30305', '@rel': 'self', '@op': 'GET'};754;30305;1105
Cisco Catalyst 1116;N/A;QuidviewLM;1.3.6.1.4.1.9.1.152;;Cisco Catalyst 1116;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30306', '@rel': 'self', '@op': 'GET'};754;30306;1105
Cisco Catalyst 116C;N/A;QuidviewLM;1.3.6.1.4.1.9.1.151;;Cisco FastHub 316C, Catalyst 116C, CiscoPro 316C;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30307', '@rel': 'self', '@op': 'GET'};754;30307;1105
Cisco Pro2517;N/A;QuidviewRM;1.3.6.1.4.1.9.1.138;;Cisco Pro 2517 Router/TR Hub;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30308', '@rel': 'self', '@op': 'GET'};654;30308;1104
Cisco AS5200;N/A;QuidviewRM;1.3.6.1.4.1.9.1.109;;Cisco AS 5200 Universal Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30309', '@rel': 'self', '@op': 'GET'};699;30309;1104
Cisco FastHub 216T;N/A;QuidviewLM;1.3.6.1.4.1.9.1.169;;Cisco Fast Hub 216T;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30310', '@rel': 'self', '@op': 'GET'};753;30310;1113
Cisco Catalyst 2916M-XL;N/A;QuidviewLM;1.3.6.1.4.1.9.1.171;;Catalyst 2916M-XL switch with 16 10/100BaseTX ports and 2 uplink slots;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30311', '@rel': 'self', '@op': 'GET'};715;30311;1105
Cisco 2516;N/A;QuidviewRM;1.3.6.1.4.1.9.1.42;;Cisco 2516 Router/Ethernet Hub;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30312', '@rel': 'self', '@op': 'GET'};654;30312;1104
Cisco Pro2519;N/A;QuidviewRM;1.3.6.1.4.1.9.1.64;;Cisco Pro 2519 Router/TR Hub;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30313', '@rel': 'self', '@op': 'GET'};654;30313;1104
Cisco Pro2521;N/A;QuidviewRM;1.3.6.1.4.1.9.1.65;;Cisco Pro 2521 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30314', '@rel': 'self', '@op': 'GET'};654;30314;1104
Cisco Pro4500;N/A;QuidviewRM;1.3.6.1.4.1.9.1.66;;Cisco Pro 4500 (same as CISCO4500-M-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30315', '@rel': 'self', '@op': 'GET'};668;30315;1104
Cisco 2517;N/A;QuidviewRM;1.3.6.1.4.1.9.1.67;;Cisco 2517 Router/TR Hub;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30316', '@rel': 'self', '@op': 'GET'};654;30316;1104
Cisco 2518;N/A;QuidviewRM;1.3.6.1.4.1.9.1.68;;Cisco 2518 Router/Ethernet Hub;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30317', '@rel': 'self', '@op': 'GET'};654;30317;1104
Cisco 2519;N/A;QuidviewRM;1.3.6.1.4.1.9.1.69;;Cisco 2519 Router/TR Hub;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30318', '@rel': 'self', '@op': 'GET'};654;30318;1104
Cisco 2520;N/A;QuidviewRM;1.3.6.1.4.1.9.1.70;;Cisco 2520 FRAD Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30319', '@rel': 'self', '@op': 'GET'};654;30319;1104
Cisco 2521;N/A;QuidviewRM;1.3.6.1.4.1.9.1.71;;Cisco 2521 FRAD Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30320', '@rel': 'self', '@op': 'GET'};654;30320;1104
Cisco 2522;N/A;QuidviewRM;1.3.6.1.4.1.9.1.72;;Cisco 2522 FRAD Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30321', '@rel': 'self', '@op': 'GET'};654;30321;1104
Cisco 2523;N/A;QuidviewRM;1.3.6.1.4.1.9.1.73;;Cisco 2523 FRAD Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30322', '@rel': 'self', '@op': 'GET'};654;30322;1104
Cisco 2524;N/A;QuidviewRM;1.3.6.1.4.1.9.1.74;;Cisco 2524 Modular Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30323', '@rel': 'self', '@op': 'GET'};654;30323;1104
Cisco 2525;N/A;QuidviewRM;1.3.6.1.4.1.9.1.75;;Cisco 2525 Modular Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30324', '@rel': 'self', '@op': 'GET'};654;30324;1104
Cisco Pro751;N/A;QuidviewRM;1.3.6.1.4.1.9.1.76;;Cisco Pro 751 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30325', '@rel': 'self', '@op': 'GET'};683;30325;1104
Cisco Pro752;N/A;QuidviewRM;1.3.6.1.4.1.9.1.77;;Cisco Pro 752 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30326', '@rel': 'self', '@op': 'GET'};683;30326;1104
Cisco Pro753;N/A;QuidviewRM;1.3.6.1.4.1.9.1.78;;Cisco Pro 753 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30327', '@rel': 'self', '@op': 'GET'};683;30327;1104
Cisco Pro2511;N/A;QuidviewRM;1.3.6.1.4.1.9.1.61;;Cisco Pro 2511 Access Server  (same as CISCO2511-CH);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30328', '@rel': 'self', '@op': 'GET'};654;30328;1104
Cisco 3102;N/A;QuidviewRM;1.3.6.1.4.1.9.1.33;;Cisco 3102 Remote Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30329', '@rel': 'self', '@op': 'GET'};658;30329;1104
Cisco Catalyst 2908-XL;N/A;QuidviewLM;1.3.6.1.4.1.9.1.170;;Catalyst 2908XL switch with 8 10/100BaseTX ports;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30330', '@rel': 'self', '@op': 'GET'};715;30330;1105
Cisco 2000;N/A;QuidviewRM;1.3.6.1.4.1.9.1.10;;Cisco 2000 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30331', '@rel': 'self', '@op': 'GET'};651;30331;1104
Cisco Pro762;N/A;QuidviewRM;1.3.6.1.4.1.9.1.89;;Cisco Pro 762 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30332', '@rel': 'self', '@op': 'GET'};685;30332;1104
Cisco Pro761;N/A;QuidviewRM;1.3.6.1.4.1.9.1.88;;Cisco Pro 761 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30333', '@rel': 'self', '@op': 'GET'};685;30333;1104
Cisco Pro744;N/A;QuidviewRM;1.3.6.1.4.1.9.1.87;;Cisco Pro 744 ISDN Access Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30334', '@rel': 'self', '@op': 'GET'};681;30334;1104
Cisco 2501LANFRADFX;N/A;QuidviewRM;1.3.6.1.4.1.9.1.166;;Cisco 2501LF (LAN FRAD Software);CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30335', '@rel': 'self', '@op': 'GET'};654;30335;1104
Cisco 2611;N/A;QuidviewRM;1.3.6.1.4.1.9.1.186;;Cisco 2611 - 2600 multiservice access router platform with 2 integrated ethernet interfaces;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30336', '@rel': 'self', '@op': 'GET'};655;30336;1104
Cisco 2610;N/A;QuidviewRM;1.3.6.1.4.1.9.1.185;;Cisco 2610 - 2600 multiservice access router platform with 1 integrated ethernet interface;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30337', '@rel': 'self', '@op': 'GET'};655;30337;1104
Cisco Catalyst 2924C-XL;N/A;QuidviewLM;1.3.6.1.4.1.9.1.184;;"Catalyst 2924C-XL switch; does not support port-based VLANs.";CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30338', '@rel': 'self', '@op': 'GET'};715;30338;1105
Cisco Catalyst 2924-XL;N/A;QuidviewLM;1.3.6.1.4.1.9.1.183;;Cisco Catalyst 2924XL switch with 24 10/100BaseTX ports - does not support port-based VLANs;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30339', '@rel': 'self', '@op': 'GET'};715;30339;1105
Cisco 12008;N/A;QuidviewRM;1.3.6.1.4.1.9.1.182;;Cisco 12008;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30340', '@rel': 'self', '@op': 'GET'};642;30340;1104
Cisco 12004;N/A;QuidviewRM;1.3.6.1.4.1.9.1.181;;Cisco 12004;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30341', '@rel': 'self', '@op': 'GET'};642;30341;1104
Cisco 6400;N/A;QuidviewRM;1.3.6.1.4.1.9.1.180;;Cisco 6400 Broadband Aggregator;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/30342', '@rel': 'self', '@op': 'GET'};675;30342;1104
